gene	npas	pval	RLDu	RLDi	REDu	REDu.pval	REDi	REDi.pval	nread.c1.1	nread.c2.1
Tceal8	2	1	0	NA	0	1	NA	NA	18871	18871
Morf4l2	2	1	0	NA	0	1	NA	NA	6040	6040
Slc25a53	4	1	NA	0	NA	NA	0	1	2329	2329
Morc4	4	1	0	0	0	1	0	1	532	532
Rbm41	2	1	NA	NA	NA	NA	NA	NA	953	953
Psmd10	2	1	0	NA	0	1	NA	NA	5177	5177
Acsl4	3	1	0	NA	0	1	NA	NA	4318	4318
Ammecr1	4	1	0	0	0	1	0	1	434	434
Chrdl1	2	1	NA	0	NA	NA	0	1	822	822
Dcx	2	1	0	NA	0	1	NA	NA	5660	5660
Trpc5	2	1	0	NA	0	1	NA	NA	1135	1135
Il13ra2	2	1	0	NA	0	1	NA	NA	1048	1048
Lrch2	2	1	0	NA	0	1	NA	NA	4040	4040
Tro	2	1	0	NA	0	1	NA	NA	5493	5493
Tsr2	2	1	0	NA	0	1	NA	NA	7099	7099
Kantr	2	1	NA	0	NA	NA	0	1	2216	2216
Kctd12b	4	1	0	NA	0	1	NA	NA	666	666
Ptchd1	3	1	0	NA	0	1	NA	NA	715	715
Phex	2	1	NA	0	NA	NA	0	1	307	307
Sms	2	1	0	NA	0	1	NA	NA	6949	6949
Cnksr2	4	1	0	0	0	1	0	1	3981	3981
Cdkl5	3	1	NA	NA	NA	NA	NA	NA	5828	5828
Reps2	3	1	0	NA	0	1	NA	NA	3070	3070
Txlng	3	1	NA	0	NA	NA	0	1	1438	1438
Zrsr2	4	1	NA	NA	NA	NA	NA	NA	6543	6543
Car5b	4	1	0	NA	0	1	NA	NA	599	599
Mospd2	2	1	0	NA	0	1	NA	NA	1144	1144
Ofd1	2	1	NA	0	NA	NA	0	1	466	466
Rab9	2	1	0	NA	0	1	NA	NA	13758	13758
Tlr7	2	1	0	NA	0	1	NA	NA	321	321
Prps2	2	1	0	NA	0	1	NA	NA	3053	3053
Frmpd4	5	1	0	0	0	1	0	1	766	766
Msl3	4	1	0	0	0	1	0	1	3091	3091
G530011O06Rik	2	1	0	NA	0	1	NA	NA	913	913
Lypla1	1	NA	NA	NA	NA	NA	NA	NA	10976	10976
Oprk1	1	NA	NA	NA	NA	NA	NA	NA	205	205
Alkal1	1	NA	NA	NA	NA	NA	NA	NA	684	684
Rrs1	1	NA	NA	NA	NA	NA	NA	NA	3954	3954
3110035E14Rik	1	NA	NA	NA	NA	NA	NA	NA	1551	1551
Mcmdc2	1	NA	NA	NA	NA	NA	NA	NA	93	93
Ly96	1	NA	NA	NA	NA	NA	NA	NA	531	531
Gdap1	1	NA	NA	NA	NA	NA	NA	NA	5657	5657
Efhc1	1	NA	NA	NA	NA	NA	NA	NA	165	165
Tmem14a	1	NA	NA	NA	NA	NA	NA	NA	7065	7065
Gsta3	1	NA	NA	NA	NA	NA	NA	NA	146	146
Ptpn18	1	NA	NA	NA	NA	NA	NA	NA	3155	3155
Arhgef4	1	NA	NA	NA	NA	NA	NA	NA	9292	9292
Plekhb2	1	NA	NA	NA	NA	NA	NA	NA	16243	16243
Hs6st1	1	NA	NA	NA	NA	NA	NA	NA	2064	2064
Cnnm4	1	NA	NA	NA	NA	NA	NA	NA	1244	1244
Zap70	1	NA	NA	NA	NA	NA	NA	NA	341	341
Inpp4a	1	NA	NA	NA	NA	NA	NA	NA	8375	8375
Unc50	1	NA	NA	NA	NA	NA	NA	NA	14384	14384
Gm15457	1	NA	NA	NA	NA	NA	NA	NA	131	131
Npas2	1	NA	NA	NA	NA	NA	NA	NA	717	717
Rpl31	1	NA	NA	NA	NA	NA	NA	NA	98555	98555
Il1r1	1	NA	NA	NA	NA	NA	NA	NA	225	225
Tmem182	1	NA	NA	NA	NA	NA	NA	NA	187	187
Pou3f3	1	NA	NA	NA	NA	NA	NA	NA	4558	4558
Mrps9	1	NA	NA	NA	NA	NA	NA	NA	7562	7562
8430432A02Rik	1	NA	NA	NA	NA	NA	NA	NA	544	544
1500015O10Rik	1	NA	NA	NA	NA	NA	NA	NA	199	199
Wdr75	1	NA	NA	NA	NA	NA	NA	NA	2023	2023
Ormdl1	1	NA	NA	NA	NA	NA	NA	NA	3124	3124
Sgo2a	1	NA	NA	NA	NA	NA	NA	NA	50	50
Aox4	1	NA	NA	NA	NA	NA	NA	NA	98	98
Ndufb3	1	NA	NA	NA	NA	NA	NA	NA	83343	83343
Cd28	1	NA	NA	NA	NA	NA	NA	NA	80	80
Pard3b	1	NA	NA	NA	NA	NA	NA	NA	221	221
Eef1b2	1	NA	NA	NA	NA	NA	NA	NA	92248	92248
Zdbf2	1	NA	NA	NA	NA	NA	NA	NA	630	630
Pth2r	1	NA	NA	NA	NA	NA	NA	NA	83	83
Tmem169	1	NA	NA	NA	NA	NA	NA	NA	2655	2655
Xrcc5	1	NA	NA	NA	NA	NA	NA	NA	1481	1481
Igfbp2	1	NA	NA	NA	NA	NA	NA	NA	32680	32680
Catip	1	NA	NA	NA	NA	NA	NA	NA	180	180
Slc11a1	1	NA	NA	NA	NA	NA	NA	NA	223	223
Plcd4	1	NA	NA	NA	NA	NA	NA	NA	1245	1245
Cyp27a1	1	NA	NA	NA	NA	NA	NA	NA	1631	1631
Wnt10a	1	NA	NA	NA	NA	NA	NA	NA	1720	1720
Retreg2	1	NA	NA	NA	NA	NA	NA	NA	22950	22950
Zfand2b	1	NA	NA	NA	NA	NA	NA	NA	4933	4933
Dnajb2	1	NA	NA	NA	NA	NA	NA	NA	6826	6826
Speg	1	NA	NA	NA	NA	NA	NA	NA	835	835
Asic4	1	NA	NA	NA	NA	NA	NA	NA	2580	2580
Tmem198	1	NA	NA	NA	NA	NA	NA	NA	4476	4476
Inha	1	NA	NA	NA	NA	NA	NA	NA	1248	1248
Slc4a3	1	NA	NA	NA	NA	NA	NA	NA	7636	7636
Sgpp2	1	NA	NA	NA	NA	NA	NA	NA	529	529
Mogat1	1	NA	NA	NA	NA	NA	NA	NA	169	169
Kcne4	1	NA	NA	NA	NA	NA	NA	NA	129	129
Mrpl44	1	NA	NA	NA	NA	NA	NA	NA	5832	5832
Nyap2	1	NA	NA	NA	NA	NA	NA	NA	1689	1689
Mff	1	NA	NA	NA	NA	NA	NA	NA	51970	51970
Fbxo36	1	NA	NA	NA	NA	NA	NA	NA	2165	2165
Sp140	1	NA	NA	NA	NA	NA	NA	NA	180	180
Sp100	1	NA	NA	NA	NA	NA	NA	NA	115	115
Cab39	1	NA	NA	NA	NA	NA	NA	NA	19392	19392
Itm2c	1	NA	NA	NA	NA	NA	NA	NA	95082	95082
B3gnt7	1	NA	NA	NA	NA	NA	NA	NA	130	130
C130036L24Rik	1	NA	NA	NA	NA	NA	NA	NA	2177	2177
Ptma	1	NA	NA	NA	NA	NA	NA	NA	141081	141081
Prss56	1	NA	NA	NA	NA	NA	NA	NA	1974	1974
Efhd1	1	NA	NA	NA	NA	NA	NA	NA	2267	2267
Neu2	1	NA	NA	NA	NA	NA	NA	NA	588	588
Atg16l1	1	NA	NA	NA	NA	NA	NA	NA	4908	4908
Sag	1	NA	NA	NA	NA	NA	NA	NA	1534	1534
Dgkd	1	NA	NA	NA	NA	NA	NA	NA	6329	6329
Spp2	1	NA	NA	NA	NA	NA	NA	NA	171	171
Ackr3	1	NA	NA	NA	NA	NA	NA	NA	1379	1379
Ramp1	1	NA	NA	NA	NA	NA	NA	NA	55159	55159
Scly	1	NA	NA	NA	NA	NA	NA	NA	1675	1675
Erfe	1	NA	NA	NA	NA	NA	NA	NA	71	71
Gpc1	1	NA	NA	NA	NA	NA	NA	NA	1843	1843
Dusp28	1	NA	NA	NA	NA	NA	NA	NA	8668	8668
Rnpepl1	1	NA	NA	NA	NA	NA	NA	NA	4146	4146
Sept2	1	NA	NA	NA	NA	NA	NA	NA	6649	6649
Bok	1	NA	NA	NA	NA	NA	NA	NA	7028	7028
Neu4	1	NA	NA	NA	NA	NA	NA	NA	414	414
Slco6d1	1	NA	NA	NA	NA	NA	NA	NA	273	273
2310035C23Rik	1	NA	NA	NA	NA	NA	NA	NA	5122	5122
Tnfrsf11a	1	NA	NA	NA	NA	NA	NA	NA	83	83
Phlpp1	1	NA	NA	NA	NA	NA	NA	NA	4413	4413
Nifk	1	NA	NA	NA	NA	NA	NA	NA	5073	5073
Tfcp2l1	1	NA	NA	NA	NA	NA	NA	NA	197	197
C1ql2	1	NA	NA	NA	NA	NA	NA	NA	179	179
R3hdm1	1	NA	NA	NA	NA	NA	NA	NA	14649	14649
AA986860	1	NA	NA	NA	NA	NA	NA	NA	447	447
Fcmr	1	NA	NA	NA	NA	NA	NA	NA	310	310
Il10	1	NA	NA	NA	NA	NA	NA	NA	951	951
Fam72a	1	NA	NA	NA	NA	NA	NA	NA	778	778
Slc41a1	1	NA	NA	NA	NA	NA	NA	NA	3637	3637
Rab29	1	NA	NA	NA	NA	NA	NA	NA	1139	1139
Slc45a3	1	NA	NA	NA	NA	NA	NA	NA	176	176
Nuak2	1	NA	NA	NA	NA	NA	NA	NA	63	63
Rbbp5	1	NA	NA	NA	NA	NA	NA	NA	2742	2742
Tmem81	1	NA	NA	NA	NA	NA	NA	NA	525	525
Lrrn2	1	NA	NA	NA	NA	NA	NA	NA	5277	5277
Fmod	1	NA	NA	NA	NA	NA	NA	NA	2025	2025
Chil1	1	NA	NA	NA	NA	NA	NA	NA	3137	3137
Mybph	1	NA	NA	NA	NA	NA	NA	NA	94	94
Klhl12	1	NA	NA	NA	NA	NA	NA	NA	4619	4619
Ube2t	1	NA	NA	NA	NA	NA	NA	NA	529	529
Arl8a	1	NA	NA	NA	NA	NA	NA	NA	40673	40673
Lmod1	1	NA	NA	NA	NA	NA	NA	NA	84	84
Gm4793	1	NA	NA	NA	NA	NA	NA	NA	202	202
Csrp1	1	NA	NA	NA	NA	NA	NA	NA	11910	11910
Phlda3	1	NA	NA	NA	NA	NA	NA	NA	5381	5381
Tnni1	1	NA	NA	NA	NA	NA	NA	NA	624	624
Lad1	1	NA	NA	NA	NA	NA	NA	NA	57	57
Tnnt2	1	NA	NA	NA	NA	NA	NA	NA	340	340
Tmem9	1	NA	NA	NA	NA	NA	NA	NA	23728	23728
Cacna1s	1	NA	NA	NA	NA	NA	NA	NA	381	381
Kif21b	1	NA	NA	NA	NA	NA	NA	NA	2681	2681
Ddx59	1	NA	NA	NA	NA	NA	NA	NA	1240	1240
Kif14	1	NA	NA	NA	NA	NA	NA	NA	237	237
Rgs16	1	NA	NA	NA	NA	NA	NA	NA	988	988
Gm2000	1	NA	NA	NA	NA	NA	NA	NA	206139	206139
Abl2	1	NA	NA	NA	NA	NA	NA	NA	5738	5738
Angptl1	1	NA	NA	NA	NA	NA	NA	NA	110	110
Sec16b	1	NA	NA	NA	NA	NA	NA	NA	51	51
Astn1	1	NA	NA	NA	NA	NA	NA	NA	14288	14288
Pigc	1	NA	NA	NA	NA	NA	NA	NA	1947	1947
Kifap3	1	NA	NA	NA	NA	NA	NA	NA	43124	43124
Mettl18	1	NA	NA	NA	NA	NA	NA	NA	921	921
Gpr161	1	NA	NA	NA	NA	NA	NA	NA	1129	1129
Mpc2	1	NA	NA	NA	NA	NA	NA	NA	133442	133442
Ildr2	1	NA	NA	NA	NA	NA	NA	NA	4244	4244
Tada1	1	NA	NA	NA	NA	NA	NA	NA	8246	8246
Tmco1	1	NA	NA	NA	NA	NA	NA	NA	19575	19575
Olfml2b	1	NA	NA	NA	NA	NA	NA	NA	238	238
Gm9929	1	NA	NA	NA	NA	NA	NA	NA	108	108
Cfap126	1	NA	NA	NA	NA	NA	NA	NA	590	590
Apoa2	1	NA	NA	NA	NA	NA	NA	NA	352	352
B4galt3	1	NA	NA	NA	NA	NA	NA	NA	7006	7006
Nectin4	1	NA	NA	NA	NA	NA	NA	NA	192	192
Arhgap30	1	NA	NA	NA	NA	NA	NA	NA	86	86
Cd48	1	NA	NA	NA	NA	NA	NA	NA	633	633
Copa	1	NA	NA	NA	NA	NA	NA	NA	9999	9999
Pex19	1	NA	NA	NA	NA	NA	NA	NA	7366	7366
Kcnj10	1	NA	NA	NA	NA	NA	NA	NA	19398	19398
Slamf9	1	NA	NA	NA	NA	NA	NA	NA	352	352
Tagln2	1	NA	NA	NA	NA	NA	NA	NA	2827	2827
Vsig8	1	NA	NA	NA	NA	NA	NA	NA	539	539
Sdccag8	1	NA	NA	NA	NA	NA	NA	NA	1572	1572
Zbtb18	1	NA	NA	NA	NA	NA	NA	NA	2445	2445
Lin9	1	NA	NA	NA	NA	NA	NA	NA	263	263
Pycr2	1	NA	NA	NA	NA	NA	NA	NA	5588	5588
Lefty1	1	NA	NA	NA	NA	NA	NA	NA	837	837
Tmem63a	1	NA	NA	NA	NA	NA	NA	NA	1211	1211
Trp53bp2	1	NA	NA	NA	NA	NA	NA	NA	13100	13100
Susd4	1	NA	NA	NA	NA	NA	NA	NA	9655	9655
Eprs	1	NA	NA	NA	NA	NA	NA	NA	11181	11181
Esrrg	1	NA	NA	NA	NA	NA	NA	NA	1192	1192
LOC102632463	1	NA	NA	NA	NA	NA	NA	NA	276	276
Nsl1	1	NA	NA	NA	NA	NA	NA	NA	108	108
Batf3	1	NA	NA	NA	NA	NA	NA	NA	1262	1262
D730003I15Rik	1	NA	NA	NA	NA	NA	NA	NA	8904	8904
Rd3	1	NA	NA	NA	NA	NA	NA	NA	602	602
Kcnh1	1	NA	NA	NA	NA	NA	NA	NA	813	813
Lamb3	1	NA	NA	NA	NA	NA	NA	NA	261	261
Cd34	1	NA	NA	NA	NA	NA	NA	NA	2601	2601
Mrpl15	1	NA	NA	NA	NA	NA	NA	NA	12371	12371
2610203C22Rik	1	NA	NA	NA	NA	NA	NA	NA	154	154
Arfgef1	1	NA	NA	NA	NA	NA	NA	NA	7497	7497
Cpa6	1	NA	NA	NA	NA	NA	NA	NA	2966	2966
Slco5a1	1	NA	NA	NA	NA	NA	NA	NA	1196	1196
Eya1	1	NA	NA	NA	NA	NA	NA	NA	847	847
Msc	1	NA	NA	NA	NA	NA	NA	NA	271	271
Sbspon	1	NA	NA	NA	NA	NA	NA	NA	354	354
4930444P10Rik	1	NA	NA	NA	NA	NA	NA	NA	171	171
Rpl7	1	NA	NA	NA	NA	NA	NA	NA	124861	124861
Jph1	1	NA	NA	NA	NA	NA	NA	NA	63	63
Pkhd1	1	NA	NA	NA	NA	NA	NA	NA	59	59
Sdhaf4	1	NA	NA	NA	NA	NA	NA	NA	30715	30715
Adgrb3	1	NA	NA	NA	NA	NA	NA	NA	8035	8035
Prim2	1	NA	NA	NA	NA	NA	NA	NA	1210	1210
Bag2	1	NA	NA	NA	NA	NA	NA	NA	1504	1504
Bend6	1	NA	NA	NA	NA	NA	NA	NA	8995	8995
Ccdc115	1	NA	NA	NA	NA	NA	NA	NA	6705	6705
Neurl3	1	NA	NA	NA	NA	NA	NA	NA	171	171
Kansl3	1	NA	NA	NA	NA	NA	NA	NA	4906	4906
Ankrd23	1	NA	NA	NA	NA	NA	NA	NA	380	380
Fam178b	1	NA	NA	NA	NA	NA	NA	NA	744	744
Tmem131	1	NA	NA	NA	NA	NA	NA	NA	4627	4627
Mgat4a	1	NA	NA	NA	NA	NA	NA	NA	1653	1653
2010300C02Rik	1	NA	NA	NA	NA	NA	NA	NA	9488	9488
Chst10	1	NA	NA	NA	NA	NA	NA	NA	6312	6312
Mfsd9	1	NA	NA	NA	NA	NA	NA	NA	396	396
Pantr1	1	NA	NA	NA	NA	NA	NA	NA	10770	10770
Fhl2	1	NA	NA	NA	NA	NA	NA	NA	3498	3498
Tex30	1	NA	NA	NA	NA	NA	NA	NA	2898	2898
Mfsd6	1	NA	NA	NA	NA	NA	NA	NA	3981	3981
Als2	1	NA	NA	NA	NA	NA	NA	NA	1830	1830
Raph1	1	NA	NA	NA	NA	NA	NA	NA	34160	34160
Ino80d	1	NA	NA	NA	NA	NA	NA	NA	1643	1643
Mdh1b	1	NA	NA	NA	NA	NA	NA	NA	68	68
2810408I11Rik	1	NA	NA	NA	NA	NA	NA	NA	530	530
Fzd5	1	NA	NA	NA	NA	NA	NA	NA	333	333
Gm16076	1	NA	NA	NA	NA	NA	NA	NA	63	63
Bard1	1	NA	NA	NA	NA	NA	NA	NA	112	112
Fn1	1	NA	NA	NA	NA	NA	NA	NA	9989	9989
Pecr	1	NA	NA	NA	NA	NA	NA	NA	1127	1127
March4	1	NA	NA	NA	NA	NA	NA	NA	2041	2041
Aamp	1	NA	NA	NA	NA	NA	NA	NA	22373	22373
Rnf25	1	NA	NA	NA	NA	NA	NA	NA	3914	3914
Nhej1	1	NA	NA	NA	NA	NA	NA	NA	574	574
Cnppd1	1	NA	NA	NA	NA	NA	NA	NA	2325	2325
Abcb6	1	NA	NA	NA	NA	NA	NA	NA	2116	2116
Atg9a	1	NA	NA	NA	NA	NA	NA	NA	6342	6342
Ptprn	1	NA	NA	NA	NA	NA	NA	NA	25853	25853
Resp18	1	NA	NA	NA	NA	NA	NA	NA	27266	27266
Dnpep	1	NA	NA	NA	NA	NA	NA	NA	1028	1028
Chpf	1	NA	NA	NA	NA	NA	NA	NA	7781	7781
Farsb	1	NA	NA	NA	NA	NA	NA	NA	6489	6489
Scg2	1	NA	NA	NA	NA	NA	NA	NA	58094	58094
Ap1s3	1	NA	NA	NA	NA	NA	NA	NA	124	124
Serpine2	1	NA	NA	NA	NA	NA	NA	NA	50061	50061
Dock10	1	NA	NA	NA	NA	NA	NA	NA	6648	6648
Col4a4	1	NA	NA	NA	NA	NA	NA	NA	55	55
Slc19a3	1	NA	NA	NA	NA	NA	NA	NA	202	202
Sphkap	1	NA	NA	NA	NA	NA	NA	NA	7023	7023
Pid1	1	NA	NA	NA	NA	NA	NA	NA	6545	6545
Dner	1	NA	NA	NA	NA	NA	NA	NA	39835	39835
Nmur1	1	NA	NA	NA	NA	NA	NA	NA	69	69
Pde6d	1	NA	NA	NA	NA	NA	NA	NA	21142	21142
Usp40	1	NA	NA	NA	NA	NA	NA	NA	771	771
Gm20528	1	NA	NA	NA	NA	NA	NA	NA	1720	1720
Dnajb3	1	NA	NA	NA	NA	NA	NA	NA	1709	1709
Col6a3	1	NA	NA	NA	NA	NA	NA	NA	186	186
Ilkap	1	NA	NA	NA	NA	NA	NA	NA	11206	11206
Hes6	1	NA	NA	NA	NA	NA	NA	NA	4493	4493
Otos	1	NA	NA	NA	NA	NA	NA	NA	57	57
Stk25	1	NA	NA	NA	NA	NA	NA	NA	20460	20460
Slco4c1	1	NA	NA	NA	NA	NA	NA	NA	61	61
Ppip5k2	1	NA	NA	NA	NA	NA	NA	NA	1209	1209
Pam	1	NA	NA	NA	NA	NA	NA	NA	78769	78769
Vps4b	1	NA	NA	NA	NA	NA	NA	NA	18488	18488
Inhbb	1	NA	NA	NA	NA	NA	NA	NA	341	341
Tmem37	1	NA	NA	NA	NA	NA	NA	NA	1463	1463
Htr5b	1	NA	NA	NA	NA	NA	NA	NA	491	491
Nckap5	1	NA	NA	NA	NA	NA	NA	NA	1779	1779
Tmem163	1	NA	NA	NA	NA	NA	NA	NA	16624	16624
Mcm6	1	NA	NA	NA	NA	NA	NA	NA	1155	1155
Cd55b	1	NA	NA	NA	NA	NA	NA	NA	53	53
Mapkapk2	1	NA	NA	NA	NA	NA	NA	NA	6046	6046
Dyrk3	1	NA	NA	NA	NA	NA	NA	NA	679	679
Rassf5	1	NA	NA	NA	NA	NA	NA	NA	865	865
Cdk18	1	NA	NA	NA	NA	NA	NA	NA	489	489
Tmcc2	1	NA	NA	NA	NA	NA	NA	NA	8474	8474
Sox13	1	NA	NA	NA	NA	NA	NA	NA	454	454
Snrpe	1	NA	NA	NA	NA	NA	NA	NA	32112	32112
Atp2b4	1	NA	NA	NA	NA	NA	NA	NA	3837	3837
Ppp1r12b	1	NA	NA	NA	NA	NA	NA	NA	8194	8194
Gpr37l1	1	NA	NA	NA	NA	NA	NA	NA	51731	51731
Rnpep	1	NA	NA	NA	NA	NA	NA	NA	4764	4764
Pkp1	1	NA	NA	NA	NA	NA	NA	NA	51	51
5730559C18Rik	1	NA	NA	NA	NA	NA	NA	NA	162	162
Gpr25	1	NA	NA	NA	NA	NA	NA	NA	422	422
Lhx9	1	NA	NA	NA	NA	NA	NA	NA	72	72
Rgs1	1	NA	NA	NA	NA	NA	NA	NA	50	50
Prg4	1	NA	NA	NA	NA	NA	NA	NA	285	285
Hmcn1	1	NA	NA	NA	NA	NA	NA	NA	182	182
Tsen15	1	NA	NA	NA	NA	NA	NA	NA	10304	10304
Smg7	1	NA	NA	NA	NA	NA	NA	NA	3579	3579
Lamc2	1	NA	NA	NA	NA	NA	NA	NA	417	417
Npl	1	NA	NA	NA	NA	NA	NA	NA	1211	1211
BC034090	1	NA	NA	NA	NA	NA	NA	NA	1289	1289
Gm5532	1	NA	NA	NA	NA	NA	NA	NA	277	277
Qsox1	1	NA	NA	NA	NA	NA	NA	NA	1462	1462
Cep350	1	NA	NA	NA	NA	NA	NA	NA	1398	1398
4930562F07Rik	1	NA	NA	NA	NA	NA	NA	NA	50	50
Dnm3	1	NA	NA	NA	NA	NA	NA	NA	10259	10259
Fmo1	1	NA	NA	NA	NA	NA	NA	NA	4206	4206
Fmo2	1	NA	NA	NA	NA	NA	NA	NA	57	57
Gm16548	1	NA	NA	NA	NA	NA	NA	NA	230	230
Tbx19	1	NA	NA	NA	NA	NA	NA	NA	1698	1698
Mpzl1	1	NA	NA	NA	NA	NA	NA	NA	3332	3332
Rcsd1	1	NA	NA	NA	NA	NA	NA	NA	682	682
Pou2f1	1	NA	NA	NA	NA	NA	NA	NA	1338	1338
Nuf2	1	NA	NA	NA	NA	NA	NA	NA	133	133
Gm15852	1	NA	NA	NA	NA	NA	NA	NA	111	111
Uhmk1	1	NA	NA	NA	NA	NA	NA	NA	9337	9337
Nos1ap	1	NA	NA	NA	NA	NA	NA	NA	34975	34975
Dusp12	1	NA	NA	NA	NA	NA	NA	NA	3733	3733
Fcrla	1	NA	NA	NA	NA	NA	NA	NA	7236	7236
Fcgr2b	1	NA	NA	NA	NA	NA	NA	NA	1008	1008
Fcgr3	1	NA	NA	NA	NA	NA	NA	NA	3160	3160
Sdhc	1	NA	NA	NA	NA	NA	NA	NA	21178	21178
Ndufs2	1	NA	NA	NA	NA	NA	NA	NA	57463	57463
Ufc1	1	NA	NA	NA	NA	NA	NA	NA	39953	39953
B930036N10Rik	1	NA	NA	NA	NA	NA	NA	NA	61	61
Ncstn	1	NA	NA	NA	NA	NA	NA	NA	4698	4698
Casq1	1	NA	NA	NA	NA	NA	NA	NA	390	390
Slamf8	1	NA	NA	NA	NA	NA	NA	NA	153	153
Ackr1	1	NA	NA	NA	NA	NA	NA	NA	1578	1578
Ifi204	1	NA	NA	NA	NA	NA	NA	NA	57	57
Mndal	1	NA	NA	NA	NA	NA	NA	NA	242	242
Rgs7	1	NA	NA	NA	NA	NA	NA	NA	7807	7807
Rbm8a2	1	NA	NA	NA	NA	NA	NA	NA	380	380
Tfb2m	1	NA	NA	NA	NA	NA	NA	NA	2680	2680
Kif28	1	NA	NA	NA	NA	NA	NA	NA	713	713
Psen2	1	NA	NA	NA	NA	NA	NA	NA	1921	1921
Ephx1	1	NA	NA	NA	NA	NA	NA	NA	1799	1799
Ccdc121	1	NA	NA	NA	NA	NA	NA	NA	50	50
Lbr	1	NA	NA	NA	NA	NA	NA	NA	1506	1506
Degs1	1	NA	NA	NA	NA	NA	NA	NA	16725	16725
Capn2	1	NA	NA	NA	NA	NA	NA	NA	10160	10160
1700056E22Rik	1	NA	NA	NA	NA	NA	NA	NA	181	181
Hlx	1	NA	NA	NA	NA	NA	NA	NA	102	102
9630028B13Rik	1	NA	NA	NA	NA	NA	NA	NA	85	85
Rrp15	1	NA	NA	NA	NA	NA	NA	NA	2987	2987
Kctd3	1	NA	NA	NA	NA	NA	NA	NA	3029	3029
Smyd2	1	NA	NA	NA	NA	NA	NA	NA	17342	17342
Prox1	1	NA	NA	NA	NA	NA	NA	NA	135	135
Vash2	1	NA	NA	NA	NA	NA	NA	NA	2281	2281
Atf3	1	NA	NA	NA	NA	NA	NA	NA	699	699
Nenf	1	NA	NA	NA	NA	NA	NA	NA	107348	107348
Ppp2r5a	1	NA	NA	NA	NA	NA	NA	NA	13827	13827
Traf5	1	NA	NA	NA	NA	NA	NA	NA	52513	52513
Hhat	1	NA	NA	NA	NA	NA	NA	NA	114	114
G0s2	1	NA	NA	NA	NA	NA	NA	NA	7325	7325
Camk1g	1	NA	NA	NA	NA	NA	NA	NA	2177	2177
Rmnd1	1	NA	NA	NA	NA	NA	NA	NA	59	59
Nup43	1	NA	NA	NA	NA	NA	NA	NA	1465	1465
Katna1	1	NA	NA	NA	NA	NA	NA	NA	1556	1556
Epm2a	1	NA	NA	NA	NA	NA	NA	NA	4152	4152
Timm8a1	1	NA	NA	NA	NA	NA	NA	NA	2075	2075
Sf3b5	1	NA	NA	NA	NA	NA	NA	NA	39042	39042
Hivep2	1	NA	NA	NA	NA	NA	NA	NA	10831	10831
Cited2	1	NA	NA	NA	NA	NA	NA	NA	16721	16721
Reps1	1	NA	NA	NA	NA	NA	NA	NA	3882	3882
Perp	1	NA	NA	NA	NA	NA	NA	NA	1890	1890
Ifngr1	1	NA	NA	NA	NA	NA	NA	NA	2429	2429
Ahi1	1	NA	NA	NA	NA	NA	NA	NA	8129	8129
Sgk1	1	NA	NA	NA	NA	NA	NA	NA	4707	4707
Ctgf	1	NA	NA	NA	NA	NA	NA	NA	5380	5380
Gm9767	1	NA	NA	NA	NA	NA	NA	NA	69	69
Samd3	1	NA	NA	NA	NA	NA	NA	NA	379	379
Hddc2	1	NA	NA	NA	NA	NA	NA	NA	8763	8763
Tspyl1	1	NA	NA	NA	NA	NA	NA	NA	14289	14289
Tspyl4	1	NA	NA	NA	NA	NA	NA	NA	19898	19898
Frk	1	NA	NA	NA	NA	NA	NA	NA	64	64
Hs3st5	1	NA	NA	NA	NA	NA	NA	NA	2833	2833
Lama4	1	NA	NA	NA	NA	NA	NA	NA	1436	1436
Traf3ip2	1	NA	NA	NA	NA	NA	NA	NA	394	394
Mettl24	1	NA	NA	NA	NA	NA	NA	NA	189	189
Ppil6	1	NA	NA	NA	NA	NA	NA	NA	454	454
Cd164	1	NA	NA	NA	NA	NA	NA	NA	9655	9655
Sesn1	1	NA	NA	NA	NA	NA	NA	NA	8406	8406
Snx3	1	NA	NA	NA	NA	NA	NA	NA	59793	59793
Ostm1	1	NA	NA	NA	NA	NA	NA	NA	5160	5160
Scml4	1	NA	NA	NA	NA	NA	NA	NA	73	73
Pdss2	1	NA	NA	NA	NA	NA	NA	NA	67	67
Bend3	1	NA	NA	NA	NA	NA	NA	NA	403	403
Gm9803	1	NA	NA	NA	NA	NA	NA	NA	13780	13780
Vgll2	1	NA	NA	NA	NA	NA	NA	NA	77	77
Slc35f1	1	NA	NA	NA	NA	NA	NA	NA	2582	2582
Msl3l2	1	NA	NA	NA	NA	NA	NA	NA	3997	3997
Pkib	1	NA	NA	NA	NA	NA	NA	NA	4811	4811
Fabp7	1	NA	NA	NA	NA	NA	NA	NA	459566	459566
Smpdl3a	1	NA	NA	NA	NA	NA	NA	NA	10081	10081
Micu1	1	NA	NA	NA	NA	NA	NA	NA	13152	13152
Psap	1	NA	NA	NA	NA	NA	NA	NA	184325	184325
Pcbd1	1	NA	NA	NA	NA	NA	NA	NA	9163	9163
Nodal	1	NA	NA	NA	NA	NA	NA	NA	114	114
Lrrc20	1	NA	NA	NA	NA	NA	NA	NA	1413	1413
Ppa1	1	NA	NA	NA	NA	NA	NA	NA	21799	21799
Sar1a	1	NA	NA	NA	NA	NA	NA	NA	25362	25362
Tysnd1	1	NA	NA	NA	NA	NA	NA	NA	2054	2054
