gene	npas	pval	RLDu	RLDi	REDu	REDu.pval	REDi	REDi.pval	nread.c1.1	nread.c2.1
Dync2h1	3	1	0	NA	0	1	NA	NA	1576	1576
Birc3	2	1	0	NA	0	1	NA	NA	322	322
Yap1	2	1	0	NA	0	1	NA	NA	2196	2196
9230110C19Rik	4	1	0	0	0	1	0	1	680	680
Cep126	3	1	NA	0	NA	NA	0	1	615	615
Arhgap42	3	1	0	NA	0	1	NA	NA	740	740
Cntn5	4	1	0	0	0	1	0	1	989	989
Cep57	4	1	0	0	0	1	0	1	3805	3805
Endod1	2	1	0	NA	0	1	NA	NA	7021	7021
Amotl1	2	1	0	NA	0	1	NA	NA	1817	1817
Panx1	2	1	0	NA	0	1	NA	NA	3950	3950
Cep295	5	1	NA	0	NA	NA	0	1	1353	1353
Fat3	5	1	0	0	0	1	0	1	1940	1940
Naalad2	4	1	0	NA	0	1	NA	NA	320	320
Zfp558	3	1	0	NA	0	1	NA	NA	288	288
Zfp26	7	1	0	0	0	1	0	1	1317	1317
Zfp426	3	1	0	NA	0	1	NA	NA	1814	1814
Zfp266	2	1	0	NA	0	1	NA	NA	2163	2163
Fbxl12	2	1	NA	0	NA	NA	0	1	1771	1771
Dnmt1	2	1	0	NA	0	1	NA	NA	2772	2772
Tyk2	2	1	NA	0	NA	NA	0	1	976	976
Cdc37	2	1	0	NA	0	1	NA	NA	18298	18298
Keap1	3	1	0	NA	0	1	NA	NA	6908	6908
S1pr5	3	1	0	NA	0	1	NA	NA	534	534
Kri1	2	1	NA	0	NA	NA	0	1	3062	3062
Tmed1	2	1	0	NA	0	1	NA	NA	5948	5948
Yipf2	2	1	0	NA	0	1	NA	NA	3084	3084
Spc24	3	1	0	0	0	1	0	1	389	389
Rab3d	2	1	0	NA	0	1	NA	NA	306	306
Tmem205	2	1	NA	0	NA	NA	0	1	17687	17687
Rgl3	2	1	0	NA	0	1	NA	NA	462	462
Ccdc151	2	1	NA	0	NA	NA	0	1	200	200
Elavl3	3	1	0	NA	0	1	NA	NA	15612	15612
Zfp810	3	1	0	NA	0	1	NA	NA	1831	1831
Anln	2	1	NA	0	NA	NA	0	1	1937	1937
Rp9	2	1	0	NA	0	1	NA	NA	15342	15342
Dpy19l1	2	1	NA	0	NA	NA	0	1	5798	5798
Herpud2	2	1	0	NA	0	1	NA	NA	41566	41566
Acad8	4	1	0	NA	0	1	NA	NA	4645	4645
Vps26b	2	1	0	NA	0	1	NA	NA	9592	9592
Jam3	2	1	0	NA	0	1	NA	NA	5293	5293
Ntm	2	1	0	NA	0	1	NA	NA	11082	11082
Aplp2	2	1	NA	0	NA	NA	0	1	48533	48533
St3gal4	2	1	0	NA	0	1	NA	NA	3025	3025
Fam118b	2	1	0	NA	0	1	NA	NA	4677	4677
Ddx25	2	1	0	NA	0	1	NA	NA	8362	8362
Hyls1	2	1	0	NA	0	1	NA	NA	147	147
Stt3a	3	1	0	NA	0	1	NA	NA	2812	2812
Ei24	2	1	0	NA	0	1	NA	NA	10528	10528
Pknox2	2	1	0	NA	0	1	NA	NA	1846	1846
Slc37a2	4	1	0	NA	0	1	NA	NA	687	687
Ccdc15	3	1	NA	0	NA	NA	0	1	202	202
Nrgn	3	1	0	NA	0	1	NA	NA	38099	38099
Spa17	2	1	NA	0	NA	NA	0	1	6007	6007
Ubash3b	3	1	0	NA	0	1	NA	NA	3866	3866
Sorl1	4	1	0	NA	0	1	NA	NA	9183	9183
Sc5d	4	1	0	NA	0	1	NA	NA	5982	5982
Tbcel	3	1	0	NA	0	1	NA	NA	1229	1229
Grik4	3	1	0	0	0	1	0	1	531	531
Arhgef12	3	1	NA	0	NA	NA	0	1	7159	7159
Hinfp	5	1	0	NA	0	1	NA	NA	881	881
Vps11	2	1	0	NA	0	1	NA	NA	4869	4869
Trappc4	2	1	0	NA	0	1	NA	NA	21641	21641
Arcn1	3	1	0	NA	0	1	NA	NA	6115	6115
Kmt2a	2	1	0	NA	0	1	NA	NA	3844	3844
Atp5l	2	1	NA	0	NA	NA	0	1	95226	95226
Ube4a	3	1	0	NA	0	1	NA	NA	3907	3907
Il10ra	2	1	NA	0	NA	NA	0	1	459	459
Rnf214	6	1	0	0	0	1	0	1	5420	5420
Gm16536	2	1	0	NA	0	1	NA	NA	1836	1836
Pafah1b2	3	1	0	NA	0	1	NA	NA	21866	21866
Rexo2	2	1	NA	0	NA	NA	0	1	17809	17809
Rbm7	2	1	0	NA	0	1	NA	NA	9271	9271
Ttc12	2	1	0	NA	0	1	NA	NA	412	412
Ncam1	3	1	NA	0	NA	NA	0	1	28355	28355
AU019823	6	1	0	0	0	1	0	1	1842	1842
Dlat	3	1	0	NA	0	1	NA	NA	14590	14590
Dixdc1	3	1	0	NA	0	1	NA	NA	4220	4220
2310030G06Rik	2	1	0	NA	0	1	NA	NA	685	685
Hspb2	2	1	0	NA	0	1	NA	NA	542	542
1110032A03Rik	2	1	0	NA	0	1	NA	NA	17003	17003
Sik2	3	1	0	NA	0	1	NA	NA	2500	2500
Layn	4	1	0	0	0	1	0	1	476	476
Fdx1	2	1	0	NA	0	1	NA	NA	7957	7957
Zc3h12c	3	1	0	0	0	1	0	1	2631	2631
AI593442	3	1	0	NA	0	1	NA	NA	4585	4585
Atm	3	1	0	0	0	1	0	1	1552	1552
Acat1	2	1	0	NA	0	1	NA	NA	16540	16540
Dmxl2	2	1	0	NA	0	1	NA	NA	7006	7006
Cib2	3	1	0	NA	0	1	NA	NA	8414	8414
Nrg4	4	1	0	0	0	1	0	1	184	184
Etfa	2	1	NA	0	NA	NA	0	1	13590	13590
Scaper	3	1	0	NA	0	1	NA	NA	2290	2290
Lingo1	2	1	0	NA	0	1	NA	NA	6509	6509
Snx33	3	1	0	NA	0	1	NA	NA	386	386
Neil1	2	1	0	NA	0	1	NA	NA	623	623
1700017B05Rik	2	1	0	NA	0	1	NA	NA	821	821
Ppcdc	4	1	NA	0	NA	NA	0	1	1823	1823
Mpi	4	1	0	NA	0	1	NA	NA	5821	5821
Cplx3	2	1	0	NA	0	1	NA	NA	2449	2449
Csk	2	1	0	NA	0	1	NA	NA	8402	8402
Arid3b	2	1	NA	0	NA	NA	0	1	384	384
Pml	3	1	0	NA	0	1	NA	NA	1373	1373
Rec114	2	1	NA	0	NA	NA	0	1	1928	1928
Neo1	4	1	0	NA	0	1	NA	NA	4248	4248
Senp8	4	1	0	0	0	1	0	1	867	867
Paqr5	2	1	0	NA	0	1	NA	NA	668	668
Glce	2	1	NA	0	NA	NA	0	1	2740	2740
Fem1b	4	1	0	NA	0	1	NA	NA	9038	9038
Pias1	7	1	0	NA	0	1	NA	NA	3025	3025
2300009A05Rik	2	1	NA	0	NA	NA	0	1	26284	26284
Smad6	2	1	0	NA	0	1	NA	NA	351	351
Dis3l	2	1	0	NA	0	1	NA	NA	1779	1779
Rab11a	4	1	0	NA	0	1	NA	NA	25461	25461
Hacd3	3	1	0	0	0	1	0	1	10533	10533
Zfp609	6	1	0	0	0	1	0	1	584	584
Trip4	3	1	0	0	0	1	0	1	4379	4379
Fbxl22	2	1	0	NA	0	1	NA	NA	244	244
Usp3	3	1	0	NA	0	1	NA	NA	4710	4710
Aph1b	2	1	0	NA	0	1	NA	NA	5297	5297
Aph1c	4	1	0	0	0	1	0	1	2139	2139
Rab8b	2	1	0	NA	0	1	NA	NA	3367	3367
Lactb	2	1	NA	0	NA	NA	0	1	4049	4049
Tpm1	6	1	NA	0	NA	NA	0	1	21653	21653
Tln2	5	1	0	0	0	1	0	1	4813	4813
M5C1000I18Rik	3	1	0	NA	0	1	NA	NA	609	609
Fam81a	5	1	0	0	0	1	0	1	5100	5100
Rnf111	2	1	0	NA	0	1	NA	NA	2510	2510
Mindy2	3	1	0	NA	0	1	NA	NA	8887	8887
Aqp9	2	1	0	NA	0	1	NA	NA	284	284
Tcf12	3	1	0	NA	0	1	NA	NA	3812	3812
Tex9	6	1	0	0	0	1	0	1	1385	1385
Pigb	5	1	0	NA	0	1	NA	NA	917	917
Unc13c	2	1	0	NA	0	1	NA	NA	951	951
Mapk6	3	1	0	0	0	1	0	1	3407	3407
Tmod3	4	1	0	0	0	1	0	1	8913	8913
Tmod2	8	1	0	0	0	1	0	1	10353	10353
Scg3	2	1	0	NA	0	1	NA	NA	15680	15680
Lrrc1	4	1	0	NA	0	1	NA	NA	2309	2309
Eef1a1	2	1	0	NA	0	1	NA	NA	267320	267320
Slc17a5	2	1	0	NA	0	1	NA	NA	1121	1121
Col12a1	3	1	0	0	0	1	0	1	2214	2214
Cox7a2	3	1	0	0	0	1	0	1	276127	276127
Tmem30a	4	1	0	NA	0	1	NA	NA	33147	33147
Phip	4	1	0	NA	0	1	NA	NA	4332	4332
Elovl4	4	1	0	NA	0	1	NA	NA	2917	2917
Fam46a	5	1	0	NA	0	1	NA	NA	584	584
Ibtk	3	1	0	0	0	1	0	1	1528	1528
Ube2cbp	2	1	NA	0	NA	NA	0	1	588	588
Pgm3	3	1	0	NA	0	1	NA	NA	1145	1145
Me1	2	1	0	NA	0	1	NA	NA	5950	5950
Cep162	5	1	0	NA	0	1	NA	NA	805	805
Tbx18	3	1	0	NA	0	1	NA	NA	251	251
Snx14	2	1	NA	0	NA	NA	0	1	7082	7082
Syncrip	5	1	0	0	0	1	0	1	7341	7341
Mthfsl	2	1	NA	NA	NA	NA	NA	NA	428	428
Ankrd34c	2	1	0	NA	0	1	NA	NA	3184	3184
Tbc1d2b	2	1	NA	0	NA	NA	0	1	11660	11660
Zic1	2	1	0	NA	0	1	NA	NA	7704	7704
1190002N15Rik	2	1	0	NA	0	1	NA	NA	5781	5781
Chst2	3	1	0	NA	0	1	NA	NA	11752	11752
U2surp	4	1	0	NA	0	1	NA	NA	4005	4005
Trpc1	2	1	0	NA	0	1	NA	NA	2131	2131
Atp1b3	3	1	0	NA	0	1	NA	NA	20864	20864
BC043934	2	1	0	NA	0	1	NA	NA	161	161
Rnf7	2	1	0	NA	0	1	NA	NA	57235	57235
Rasa2	4	1	0	NA	0	1	NA	NA	4563	4563
Pxylp1	2	1	0	NA	0	1	NA	NA	2822	2822
Slc25a36	5	1	0	0	0	1	0	1	4214	4214
4930579K19Rik	2	1	0	NA	0	1	NA	NA	729	729
Pik3cb	3	1	0	NA	0	1	NA	NA	2479	2479
Mras	3	1	0	NA	0	1	NA	NA	6054	6054
Armc8	4	1	0	0	0	1	0	1	8284	8284
Nck1	2	1	0	NA	0	1	NA	NA	4144	4144
Slc35g2	3	1	0	NA	0	1	NA	NA	7391	7391
Pccb	2	1	0	NA	0	1	NA	NA	7233	7233
Ppp2r3a	5	1	0	NA	0	1	NA	NA	2786	2786
Ephb1	4	1	0	0	0	1	0	1	721	721
Cep63	4	1	0	0	0	1	0	1	3080	3080
Srprb	2	1	0	NA	0	1	NA	NA	6613	6613
Cdv3	2	1	NA	0	NA	NA	0	1	7427	7427
Tmem108	2	1	0	NA	0	1	NA	NA	2538	2538
Uba5	3	1	0	NA	0	1	NA	NA	8863	8863
Dnajc13	2	1	0	NA	0	1	NA	NA	2651	2651
Acpp	2	1	NA	0	NA	NA	0	1	551	551
Nudt16	2	1	0	NA	0	1	NA	NA	4134	4134
Nek11	3	1	0	0	0	1	0	1	167	167
Atp2c1	4	1	0	NA	0	1	NA	NA	8658	8658
Glyctk	2	1	0	NA	0	1	NA	NA	294	294
Ppm1m	2	1	0	NA	0	1	NA	NA	1063	1063
Parp3	3	1	0	NA	0	1	NA	NA	869	869
Dock3	2	1	0	NA	0	1	NA	NA	11767	11767
Hemk1	2	1	0	NA	0	1	NA	NA	2085	2085
Cyb561d2	2	1	0	NA	0	1	NA	NA	4003	4003
Sema3b	3	1	0	NA	0	1	NA	NA	268	268
Gnai2	3	1	0	NA	0	1	NA	NA	24166	24166
Sema3f	2	1	0	NA	0	1	NA	NA	945	945
Rbm6	2	1	NA	0	NA	NA	0	1	3609	3609
Rnf123	2	1	NA	0	NA	NA	0	1	2761	2761
Tcta	2	1	0	NA	0	1	NA	NA	7446	7446
Ndufaf3	3	1	0	NA	0	1	NA	NA	18741	18741
Atrip	2	1	NA	0	NA	NA	0	1	845	845
Tma7	2	1	0	NA	0	1	NA	NA	140003	140003
Tmie	2	1	0	NA	0	1	NA	NA	359	359
Tdgf1	2	1	0	NA	0	1	NA	NA	180	180
Ccrl2	2	1	0	NA	0	1	NA	NA	199	199
Arpp21	2	1	NA	0	NA	NA	0	1	15301	15301
Pdcd6ip	4	1	0	0	0	1	0	1	4247	4247
Fbxl2	4	1	0	NA	0	1	NA	NA	3271	3271
Cnot10	2	1	0	NA	0	1	NA	NA	3700	3700
Cmtm7	2	1	NA	0	NA	NA	0	1	1074	1074
Cmtm8	2	1	0	NA	0	1	NA	NA	892	892
Gpd1l	2	1	0	NA	0	1	NA	NA	3676	3676
Stt3b	3	1	0	NA	0	1	NA	NA	11217	11217
Tgfbr2	2	1	0	NA	0	1	NA	NA	2276	2276
Rbms3	2	1	0	NA	0	1	NA	NA	684	684
Cmc1	3	1	0	NA	0	1	NA	NA	14713	14713
Gm2415	3	1	NA	NA	NA	NA	NA	NA	943	943
Plcd1	2	1	NA	0	NA	NA	0	1	630	630
Oxsr1	2	1	0	NA	0	1	NA	NA	1996	1996
Scn10a	2	1	0	NA	0	1	NA	NA	103	103
Gorasp1	4	1	0	NA	0	1	NA	NA	3191	3191
Cx3cr1	3	1	0	NA	0	1	NA	NA	1046	1046
Lyzl4	2	1	NA	0	NA	NA	0	1	204	204
Sec22c	5	1	0	0	0	1	0	1	1234	1234
Higd1a	3	1	0	0	0	1	0	1	86519	86519
1110059G10Rik	2	1	0	NA	0	1	NA	NA	9258	9258
Zdhhc3	3	1	0	NA	0	1	NA	NA	7403	7403
Slc6a20a	2	1	NA	0	NA	NA	0	1	4262	4262
Lztfl1	6	1	0	NA	0	1	NA	NA	6710	6710
Nudt11	2	1	0	NA	0	1	NA	NA	5479	5479
Syp	2	1	0	NA	0	1	NA	NA	24683	24683
Prickle3	2	1	0	NA	0	1	NA	NA	108	108
Gpkow	3	1	0	NA	0	1	NA	NA	2410	2410
Praf2	2	1	0	NA	0	1	NA	NA	24145	24145
Gripap1	3	1	0	0	0	1	0	1	4129	4129
Kcnd1	2	1	0	NA	0	1	NA	NA	1165	1165
Otud5	3	1	0	NA	0	1	NA	NA	3564	3564
Slc35a2	3	1	NA	0	NA	NA	0	1	2688	2688
Rbm3os	2	1	0	NA	0	1	NA	NA	73	73
Xk	2	1	0	NA	0	1	NA	NA	1202	1202
Atp6ap2	2	1	0	NA	0	1	NA	NA	34686	34686
Gm14634	3	1	NA	0	NA	NA	0	1	225	225
Ddx3x	2	1	0	NA	0	1	NA	NA	16631	16631
Gpr34	3	1	0	NA	0	1	NA	NA	1895	1895
Maoa	4	1	0	0	0	1	0	1	3313	3313
Kdm6a	4	1	0	NA	0	1	NA	NA	1776	1776
Chst7	2	1	0	NA	0	1	NA	NA	194	194
Rp2	5	1	NA	NA	NA	NA	NA	NA	1619	1619
Cdk16	3	1	0	0	0	1	0	1	19451	19451
Usp11	2	1	0	NA	0	1	NA	NA	5683	5683
A230072C01Rik	3	1	0	0	0	1	0	1	1660	1660
Wdr44	2	1	0	NA	0	1	NA	NA	1343	1343
Il13ra1	2	1	0	NA	0	1	NA	NA	1058	1058
Ube2a	2	1	0	NA	0	1	NA	NA	19186	19186
Nkap	3	1	0	NA	0	1	NA	NA	1469	1469
Zbtb33	2	1	0	NA	0	1	NA	NA	2064	2064
Mcts1	2	1	NA	0	NA	NA	0	1	21648	21648
Gria3	2	1	0	NA	0	1	NA	NA	6264	6264
Stag2	3	1	0	0	0	1	0	1	5313	5313
Ocrl	2	1	0	NA	0	1	NA	NA	4814	4814
Bcorl1	3	1	0	NA	0	1	NA	NA	666	666
Phf6	2	1	NA	0	NA	NA	0	1	3063	3063
Hprt	3	1	0	NA	0	1	NA	NA	36882	36882
Slc9a6	3	1	0	NA	0	1	NA	NA	6855	6855
Zic3	3	1	0	NA	0	1	NA	NA	1399	1399
C230004F18Rik	2	1	0	NA	0	1	NA	NA	4820	4820
Slitrk2	4	1	0	NA	0	1	NA	NA	1929	1929
Fmr1	5	1	0	0	0	1	0	1	7072	7072
Mamld1	2	1	0	NA	0	1	NA	NA	2532	2532
Mtmr1	3	1	0	0	0	1	0	1	3327	3327
Vma21	5	1	0	NA	0	1	NA	NA	11952	11952
Nsdhl	2	1	NA	0	NA	NA	0	1	3227	3227
Zfp275	2	1	0	NA	0	1	NA	NA	2274	2274
Slc6a8	2	1	0	NA	0	1	NA	NA	8864	8864
Ssr4	3	1	0	0	0	1	0	1	41364	41364
Emd	2	1	NA	0	NA	NA	0	1	3803	3803
Taz	2	1	0	NA	0	1	NA	NA	5180	5180
Plxna3	3	1	0	NA	0	1	NA	NA	2591	2591
Ikbkg	6	1	0	NA	0	1	NA	NA	2195	2195
Dkc1	4	1	0	0	0	1	0	1	1712	1712
Fundc2	2	1	0	NA	0	1	NA	NA	26769	26769
Brcc3	3	1	0	0	0	1	0	1	7856	7856
Vbp1	3	1	0	NA	0	1	NA	NA	11671	11671
Tbl1x	3	1	0	NA	0	1	NA	NA	2572	2572
Tmem47	5	1	0	NA	0	1	NA	NA	13763	13763
Tab3	3	1	0	NA	0	1	NA	NA	904	904
Pcyt1b	3	1	0	NA	0	1	NA	NA	1102	1102
Klhl15	2	1	NA	NA	NA	NA	NA	NA	338	338
Gspt2	2	1	0	NA	0	1	NA	NA	2909	2909
Zxdb	3	1	0	NA	0	1	NA	NA	1917	1917
Zc3h12b	2	1	0	NA	0	1	NA	NA	1405	1405
Ar	2	1	0	NA	0	1	NA	NA	432	432
Yipf6	8	1	0	0	0	1	0	1	2152	2152
Stard8	3	1	0	0	0	1	0	1	3505	3505
Efnb1	3	1	0	NA	0	1	NA	NA	2503	2503
Nlgn3	4	1	0	NA	0	1	NA	NA	5003	5003
Nhsl2	2	1	NA	0	NA	NA	0	1	1479	1479
Chic1	5	1	0	NA	0	1	NA	NA	2784	2784
Uprt	3	1	0	NA	0	1	NA	NA	850	850
Pbdc1	4	1	0	0	0	1	0	1	6171	6171
Cox7b	2	1	0	NA	0	1	NA	NA	216910	216910
Atp7a	3	1	0	NA	0	1	NA	NA	606	606
Tlr13	2	1	0	NA	0	1	NA	NA	114	114
Lpar4	3	1	0	NA	0	1	NA	NA	322	322
2810403D21Rik	2	1	0	NA	0	1	NA	NA	734	734
Sh3bgrl	2	1	0	NA	0	1	NA	NA	16312	16312
Apool	2	1	0	NA	0	1	NA	NA	2046	2046
Zfp711	2	1	0	NA	0	1	NA	NA	883	883
Cldn34c1	2	1	0	NA	0	1	NA	NA	604	604
Diaph2	2	1	NA	0	NA	NA	0	1	821	821
Cstf2	4	1	0	0	0	1	0	1	3447	3447
Drp2	3	1	0	NA	0	1	NA	NA	1585	1585
Rpl36a	2	1	NA	0	NA	NA	0	1	39213	39213
Hnrnph2	2	1	0	NA	0	1	NA	NA	18106	18106
Armcx3	2	1	0	NA	0	1	NA	NA	2239	2239
Gprasp1	2	1	NA	0	NA	NA	0	1	29934	29934
Bhlhb9	2	1	NA	0	NA	NA	0	1	9703	9703
Arxes1	2	1	0	NA	0	1	NA	NA	10951	10951
Tceal9	3	1	0	NA	0	1	NA	NA	49377	49377
Plp1	4	1	0	NA	0	1	NA	NA	100475	100475
Zcchc18	2	1	0	NA	0	1	NA	NA	26235	26235
Fam199x	3	1	0	NA	0	1	NA	NA	921	921
Il1rapl2	4	1	0	0	0	1	0	1	414	414
Mum1l1	3	1	0	NA	0	1	NA	NA	917	917
Rnf128	2	1	0	NA	0	1	NA	NA	2726	2726
Tbc1d8b	2	1	0	NA	0	1	NA	NA	1265	1265
Atg4a	3	1	0	NA	0	1	NA	NA	1201	1201
Col4a5	3	1	0	NA	0	1	NA	NA	534	534
Nxt2	2	1	0	NA	0	1	NA	NA	3956	3956
Pak3	2	1	0	NA	0	1	NA	NA	4542	4542
Alg13	4	1	NA	0	NA	NA	0	1	1037	1037
Rtl4	2	1	NA	0	NA	NA	0	1	279	279
Fgd1	3	1	0	NA	0	1	NA	NA	2212	2212
Wnk3	2	1	0	NA	0	1	NA	NA	1357	1357
Huwe1	3	1	0	NA	0	1	NA	NA	9581	9581
Kdm5c	4	1	0	NA	0	1	NA	NA	3171	3171
Rragb	2	1	0	NA	0	1	NA	NA	886	886
Klf8	4	1	0	NA	0	1	NA	NA	195	195
Nbdy	2	1	NA	0	NA	NA	0	1	34219	34219
Acot9	2	1	0	NA	0	1	NA	NA	2018	2018
Smpx	2	1	0	NA	0	1	NA	NA	737	737
Rps6ka3	5	1	0	NA	0	1	NA	NA	2798	2798
Eif1ax	4	1	0	NA	0	1	NA	NA	21575	21575
Map7d2	2	1	0	NA	0	1	NA	NA	8826	8826
Bclaf3	2	1	NA	0	NA	NA	0	1	719	719
Sh3kbp1	5	1	0	0	0	1	0	1	2935	2935
Phka2	3	1	NA	0	NA	NA	0	1	1189	1189
Rbbp7	2	1	NA	0	NA	NA	0	1	21032	21032
Ctps2	2	1	0	NA	0	1	NA	NA	2591	2591
Ap1s2	3	1	0	0	0	1	0	1	18455	18455
Ace2	2	1	0	NA	0	1	NA	NA	548	548
Pir	2	1	0	NA	0	1	NA	NA	1582	1582
Piga	4	1	0	0	0	1	0	1	537	537
Asb11	2	1	0	NA	0	1	NA	NA	1165	1165
Gemin8	2	1	0	NA	0	1	NA	NA	1395	1395
Gpm6b	3	1	0	0	0	1	0	1	50151	50151
Trappc2	2	1	0	NA	0	1	NA	NA	16731	16731
Arhgap6	3	1	0	0	0	1	0	1	369	369
Clcn5	3	1	0	NA	0	1	NA	NA	941	941
Ppp1r3f	3	1	0	NA	0	1	NA	NA	2092	2092
Suv39h1	2	1	0	NA	0	1	NA	NA	1788	1788
Tbc1d25	4	1	0	NA	0	1	NA	NA	622	622
Ftsj1	2	1	0	NA	0	1	NA	NA	2406	2406
Dynlt3	3	1	0	NA	0	1	NA	NA	18209	18209
Srpx	3	1	0	NA	0	1	NA	NA	236	236
Bcor	4	1	0	0	0	1	0	1	4832	4832
1810030O07Rik	2	1	0	NA	0	1	NA	NA	2799	2799
Med14	4	1	0	0	0	1	0	1	5812	5812
Cask	4	1	0	NA	0	1	NA	NA	8454	8454
Fundc1	5	1	0	NA	0	1	NA	NA	10733	10733
Slc9a7	4	1	0	NA	0	1	NA	NA	3125	3125
Uxt	2	1	NA	0	NA	NA	0	1	4964	4964
Zfp182	4	1	0	NA	0	1	NA	NA	1027	1027
Zfp300	5	1	0	0	0	1	0	1	585	585
Akap17b	2	1	0	NA	0	1	NA	NA	2232	2232
C330007P06Rik	2	1	0	NA	0	1	NA	NA	3095	3095
Nkrf	3	1	0	NA	0	1	NA	NA	3306	3306
Sept6	2	1	0	NA	0	1	NA	NA	3016	3016
Rpl39	2	1	NA	0	NA	NA	0	1	168872	168872
Tmem255a	2	1	NA	NA	NA	NA	NA	NA	6957	6957
Lamp2	5	1	0	0	0	1	0	1	12290	12290
Cul4b	4	1	0	0	0	1	0	1	4284	4284
Thoc2	3	1	0	NA	0	1	NA	NA	2331	2331
Tenm1	2	1	NA	0	NA	NA	0	1	741	741
Dcaf12l1	2	1	0	NA	0	1	NA	NA	3899	3899
Smarca1	4	1	0	NA	0	1	NA	NA	1522	1522
Apln	2	1	0	NA	0	1	NA	NA	1240	1240
Zdhhc9	2	1	0	NA	0	1	NA	NA	1257	1257
Zfp280c	3	1	0	0	0	1	0	1	1056	1056
Firre	4	1	0	NA	0	1	NA	NA	1394	1394
Frmd7	2	1	0	NA	0	1	NA	NA	6978	6978
Rap2c	3	1	0	NA	0	1	NA	NA	3100	3100
Gpc4	6	1	0	NA	0	1	NA	NA	454	454
C430049B03Rik	2	1	0	NA	0	1	NA	NA	112	112
Mospd1	2	1	0	NA	0	1	NA	NA	2358	2358
Mmgt1	2	1	0	NA	0	1	NA	NA	3582	3582
Arhgef6	2	1	0	NA	0	1	NA	NA	2357	2357
Rbmx	3	1	0	0	0	1	0	1	6898	6898
Fgf13	2	1	0	NA	0	1	NA	NA	5962	5962
Mcf2	2	1	NA	0	NA	NA	0	1	542	542
Atp11c	2	1	0	NA	0	1	NA	NA	1979	1979
Slitrk4	4	1	0	NA	0	1	NA	NA	2716	2716
Ids	4	1	0	NA	0	1	NA	NA	11171	11171
Cetn2	2	1	0	NA	0	1	NA	NA	14810	14810
Pdzd4	2	1	0	NA	0	1	NA	NA	2219	2219
L1cam	2	1	0	NA	0	1	NA	NA	2501	2501
Naa10	2	1	0	NA	0	1	NA	NA	7977	7977
Irak1	3	1	NA	0	NA	NA	0	1	4879	4879
Mecp2	3	1	0	NA	0	1	NA	NA	4426	4426
Lage3	2	1	NA	0	NA	NA	0	1	20663	20663
Ubl4a	3	1	0	0	0	1	0	1	12439	12439
Fam3a	2	1	NA	0	NA	NA	0	1	1860	1860
Gab3	2	1	0	NA	0	1	NA	NA	393	393
Mpp1	2	1	0	NA	0	1	NA	NA	3967	3967
F8	2	1	0	NA	0	1	NA	NA	599	599
Rab39b	2	1	0	NA	0	1	NA	NA	5722	5722
4933407K13Rik	4	1	0	NA	0	1	NA	NA	181	181
Pls3	2	1	NA	0	NA	NA	0	1	7218	7218
Prkx	3	1	0	0	0	1	0	1	1166	1166
Prrg1	3	1	0	0	0	1	0	1	573	573
Gk	3	1	0	NA	0	1	NA	NA	1695	1695
Il1rapl1	2	1	NA	0	NA	NA	0	1	4973	4973
Pola1	2	1	NA	0	NA	NA	0	1	248	248
Pdk3	3	1	0	NA	0	1	NA	NA	4321	4321
Zfx	5	1	0	0	0	1	0	1	2006	2006
Spin4	2	1	0	NA	0	1	NA	NA	144	144
Arhgef9	3	1	0	NA	0	1	NA	NA	10202	10202
Ophn1	5	1	0	NA	0	1	NA	NA	2008	2008
Pja1	3	1	0	NA	0	1	NA	NA	23075	23075
Pdzd11	2	1	0	NA	0	1	NA	NA	12977	12977
Snx12	4	1	NA	0	NA	NA	0	1	7180	7180
Zmym3	2	1	NA	0	NA	NA	0	1	7005	7005
Hdac8	2	1	NA	0	NA	NA	0	1	10225	10225
Phka1	2	1	0	NA	0	1	NA	NA	3178	3178
Dmrtc1a	2	1	0	NA	0	1	NA	NA	257	257
Nap1l2	2	1	0	NA	0	1	NA	NA	7201	7201
Xist	8	1	0	0	0	1	0	1	6538	6538
Ftx	4	1	NA	NA	NA	NA	NA	NA	1831	1831
Slc16a2	3	1	NA	0	NA	NA	0	1	20116	20116
Rlim	3	1	0	NA	0	1	NA	NA	3586	3586
Nexmif	2	1	0	NA	0	1	NA	NA	1518	1518
Abcb7	3	1	NA	0	NA	NA	0	1	34637	34637
Zdhhc15	3	1	0	NA	0	1	NA	NA	745	745
5530601H04Rik	4	1	0	NA	0	1	NA	NA	5713	5713
Atrx	3	1	0	0	0	1	0	1	9409	9409
Magt1	4	1	0	0	0	1	0	1	1977	1977
Taf9b	2	1	0	NA	0	1	NA	NA	1801	1801
Itm2a	2	1	0	NA	0	1	NA	NA	23777	23777
2610002M06Rik	3	1	0	NA	0	1	NA	NA	5366	5366
Brwd3	5	1	0	NA	0	1	NA	NA	825	825
Hmgn5	2	1	0	NA	0	1	NA	NA	1191	1191
Rps6ka6	4	1	0	NA	0	1	NA	NA	581	581
Hdx	2	1	0	NA	0	1	NA	NA	473	473
Chm	2	1	0	NA	0	1	NA	NA	2068	2068
Nap1l3	2	1	0	NA	0	1	NA	NA	4044	4044
Pcdh19	3	1	0	NA	0	1	NA	NA	1799	1799
Tspan6	2	1	0	NA	0	1	NA	NA	7050	7050
Trmt2b	2	1	0	NA	0	1	NA	NA	1683	1683
Gla	5	1	0	0	0	1	0	1	1253	1253
Armcx6	2	1	0	NA	0	1	NA	NA	671	671
